id,player1_id,player2_id,winner_id,battle_date,battle_datetime,battle_timestamp
47,40,35,40.0,2024-10-11,2024-10-11 09:32:29,1728639149
48,3,30,30.0,2024-10-03,2024-10-03 19:19:05,1727983145
49,62,15,,2024-10-24,2024-10-24 06:31:35,1729751495
50,84,66,84.0,2024-10-19,2024-10-19 08:04:58,1729325098
51,6,90,90.0,2024-10-01,2024-10-01 17:18:25,1727803105
52,75,46,46.0,2024-10-03,2024-10-03 05:12:49,1727932369
53,87,7,87.0,2024-10-04,2024-10-04 08:21:46,1728030106
54,2,52,52.0,2024-10-10,2024-10-10 21:26:23,1728595583
55,17,11,17.0,2024-10-27,2024-10-27 08:49:57,1730018997
56,81,71,81.0,2024-10-19,2024-10-19 12:36:43,1729341403
57,18,29,29.0,2024-10-05,2024-10-05 04:47:21,1728103641
58,65,42,42.0,2024-10-17,2024-10-17 12:08:15,1729166895
59,86,8,,2024-10-05,2024-10-05 02:19:49,1728094789
60,58,72,72.0,2024-10-21,2024-10-21 04:33:27,1729485207
61,1,65,1.0,2024-10-14,2024-10-14 07:53:57,1728892437
62,7,71,71.0,2024-10-09,2024-10-09 00:56:37,1728435397
63,82,51,82.0,2024-10-29,2024-10-29 12:30:42,1730205042
64,88,35,88.0,2024-10-22,2024-10-22 13:08:18,1729602498
65,53,44,44.0,2024-10-04,2024-10-04 02:16:15,1728008175
66,20,58,20.0,2024-10-29,2024-10-29 12:45:26,1730205926
67,50,59,50.0,2024-10-21,2024-10-21 07:26:16,1729495576
68,39,65,39.0,2024-10-05,2024-10-05 14:38:45,1728139125
69,39,33,39.0,2024-10-25,2024-10-25 06:15:48,1729836948
70,40,26,26.0,2024-10-13,2024-10-13 15:51:19,1728834679
71,42,83,42.0,2024-10-13,2024-10-13 12:03:43,1728821023
72,76,75,75.0,2024-10-03,2024-10-03 01:28:38,1727918918
73,16,76,16.0,2024-10-17,2024-10-17 17:08:22,1729184902
74,38,80,80.0,2024-10-28,2024-10-28 03:38:46,1730086726
75,54,13,54.0,2024-10-07,2024-10-07 17:12:34,1728321154
76,33,25,33.0,2024-10-14,2024-10-14 14:43:23,1728917003
77,36,25,,2024-10-10,2024-10-10 14:37:55,1728571075
78,49,29,29.0,2024-10-14,2024-10-14 12:24:27,1728908667
79,26,58,26.0,2024-10-02,2024-10-02 21:34:25,1727904865
80,25,90,25.0,2024-10-13,2024-10-13 23:57:24,1728863844
81,1,17,1.0,2024-10-07,2024-10-07 20:34:34,1728333274
82,14,19,14.0,2024-10-23,2024-10-23 11:09:09,1729681749
83,52,50,,2024-10-21,2024-10-21 12:14:20,1729512860
84,17,62,,2024-10-26,2024-10-26 19:43:16,1729971796
85,36,59,59.0,2024-10-29,2024-10-29 17:36:11,1730223371
86,31,75,31.0,2024-10-17,2024-10-17 05:58:29,1729144709
87,32,28,28.0,2024-10-06,2024-10-06 06:23:28,1728195808
88,34,26,34.0,2024-10-19,2024-10-19 09:08:24,1729328904
89,84,12,12.0,2024-10-11,2024-10-11 16:31:37,1728664297
90,48,28,28.0,2024-10-18,2024-10-18 03:03:05,1729220585
91,39,56,39.0,2024-10-19,2024-10-19 10:56:03,1729335363
92,71,51,71.0,2024-10-15,2024-10-15 17:05:50,1729011950
93,24,51,24.0,2024-10-26,2024-10-26 11:50:07,1729943407
94,69,1,1.0,2024-10-10,2024-10-10 05:44:32,1728539072
95,48,50,48.0,2024-10-21,2024-10-21 17:32:51,1729531971
96,32,24,24.0,2024-10-12,2024-10-12 01:10:19,1728695419
97,74,60,60.0,2024-10-07,2024-10-07 08:17:08,1728289028
98,19,78,78.0,2024-10-27,2024-10-27 00:39:22,1729989562
99,72,33,33.0,2024-10-07,2024-10-07 10:38:40,1728297520
100,78,3,,2024-10-11,2024-10-11 00:04:27,1728605067
101,68,50,68.0,2024-10-19,2024-10-19 23:03:08,1729378988
102,47,2,47.0,2024-10-06,2024-10-06 22:45:55,1728254755
103,70,2,70.0,2024-10-21,2024-10-21 21:06:58,1729544818
104,28,74,28.0,2024-10-28,2024-10-28 19:38:51,1730144331
105,42,82,82.0,2024-10-07,2024-10-07 15:34:50,1728315290
106,44,27,44.0,2024-10-08,2024-10-08 14:05:06,1728396306
107,72,30,72.0,2024-10-29,2024-10-29 09:08:10,1730192890
108,68,72,68.0,2024-10-16,2024-10-16 15:59:24,1729094364
109,19,47,19.0,2024-10-19,2024-10-19 22:03:34,1729375414
110,11,42,11.0,2024-10-03,2024-10-03 07:21:00,1727940060
111,80,1,80.0,2024-10-18,2024-10-18 04:39:36,1729226376
112,49,50,,2024-10-29,2024-10-29 02:13:44,1730168024
113,10,40,40.0,2024-10-06,2024-10-06 15:52:30,1728229950
114,88,14,88.0,2024-10-25,2024-10-25 04:24:19,1729830259
115,56,24,56.0,2024-10-17,2024-10-17 09:30:12,1729157412
116,19,33,,2024-10-07,2024-10-07 13:33:47,1728308027
117,78,25,,2024-10-15,2024-10-15 08:14:47,1728980087
118,40,51,,2024-10-01,2024-10-01 11:12:49,1727781169
119,88,18,18.0,2024-10-12,2024-10-12 12:50:40,1728737440
120,86,49,49.0,2024-10-17,2024-10-17 02:28:55,1729132135
121,71,56,,2024-10-13,2024-10-13 05:20:56,1728796856
122,60,70,60.0,2024-10-20,2024-10-20 22:29:42,1729463382
123,49,56,49.0,2024-10-03,2024-10-03 21:36:12,1727991372
124,22,36,22.0,2024-10-26,2024-10-26 18:33:33,1729967613
125,49,69,69.0,2024-10-16,2024-10-16 01:59:56,1729043996
126,42,18,42.0,2024-10-05,2024-10-05 11:01:38,1728126098
127,17,7,17.0,2024-10-27,2024-10-27 17:13:23,1730049203
128,34,60,60.0,2024-10-11,2024-10-11 05:34:13,1728624853
129,42,89,42.0,2024-10-08,2024-10-08 11:29:28,1728386968
130,48,22,,2024-10-29,2024-10-29 08:23:58,1730190238
131,11,27,27.0,2024-10-29,2024-10-29 12:38:50,1730205530
132,58,84,84.0,2024-10-20,2024-10-20 14:14:23,1729433663
133,59,42,59.0,2024-10-11,2024-10-11 09:40:03,1728639603
134,31,4,31.0,2024-10-29,2024-10-29 19:26:12,1730229972
135,21,5,21.0,2024-10-14,2024-10-14 11:11:50,1728904310
136,1,75,1.0,2024-10-20,2024-10-20 02:07:16,1729390036
137,81,70,81.0,2024-10-20,2024-10-20 12:10:32,1729426232
138,13,55,55.0,2024-10-29,2024-10-29 17:18:28,1730222308
139,31,81,,2024-10-22,2024-10-22 06:48:50,1729579730
140,41,27,41.0,2024-10-26,2024-10-26 15:28:43,1729956523
141,62,5,5.0,2024-10-24,2024-10-24 09:40:37,1729762837
142,75,21,,2024-10-19,2024-10-19 13:11:54,1729343514
143,57,52,57.0,2024-10-21,2024-10-21 19:15:33,1729538133
144,81,25,25.0,2024-10-12,2024-10-12 23:11:26,1728774686
145,32,41,32.0,2024-10-01,2024-10-01 22:43:11,1727822591
146,76,78,76.0,2024-10-13,2024-10-13 02:54:54,1728788094
147,87,58,58.0,2024-10-22,2024-10-22 09:05:44,1729587944
148,8,73,8.0,2024-10-28,2024-10-28 22:59:44,1730156384
149,77,58,77.0,2024-10-19,2024-10-19 08:31:58,1729326718
150,20,49,49.0,2024-10-06,2024-10-06 16:22:13,1728231733
151,38,1,1.0,2024-10-09,2024-10-09 02:55:52,1728442552
152,69,38,,2024-10-29,2024-10-29 23:56:15,1730246175
153,11,69,69.0,2024-10-17,2024-10-17 01:41:54,1729129314
154,17,90,90.0,2024-10-08,2024-10-08 03:38:35,1728358715
155,44,2,44.0,2024-10-21,2024-10-21 15:15:49,1729523749
156,51,52,52.0,2024-10-20,2024-10-20 04:05:26,1729397126
157,63,59,59.0,2024-10-16,2024-10-16 11:17:35,1729077455
158,60,36,36.0,2024-10-15,2024-10-15 17:48:35,1729014515
159,45,63,63.0,2024-10-04,2024-10-04 09:31:16,1728034276
160,69,10,10.0,2024-10-06,2024-10-06 09:42:53,1728207773
161,32,8,32.0,2024-10-22,2024-10-22 14:18:18,1729606698
162,88,27,27.0,2024-10-22,2024-10-22 11:43:29,1729597409
163,12,19,12.0,2024-10-08,2024-10-08 00:21:04,1728346864
164,27,43,27.0,2024-10-21,2024-10-21 04:43:28,1729485808
165,14,52,52.0,2024-10-18,2024-10-18 12:42:54,1729255374
166,54,45,45.0,2024-10-29,2024-10-29 06:10:12,1730182212
167,78,3,3.0,2024-10-23,2024-10-23 04:33:10,1729657990
168,36,81,36.0,2024-10-27,2024-10-27 14:44:25,1730040265
169,64,84,,2024-10-17,2024-10-17 09:54:18,1729158858
170,44,79,,2024-10-16,2024-10-16 04:19:42,1729052382
171,52,65,52.0,2024-10-23,2024-10-23 03:21:44,1729653704
172,25,58,58.0,2024-10-03,2024-10-03 12:32:46,1727958766
173,4,58,58.0,2024-10-03,2024-10-03 02:07:36,1727921256
174,67,56,67.0,2024-10-09,2024-10-09 01:37:06,1728437826
175,80,42,42.0,2024-10-11,2024-10-11 15:36:17,1728660977
176,30,61,61.0,2024-10-04,2024-10-04 15:21:22,1728055282
177,25,5,5.0,2024-10-11,2024-10-11 10:11:35,1728641495
178,24,52,24.0,2024-10-13,2024-10-13 19:55:55,1728849355
179,2,85,,2024-10-03,2024-10-03 22:18:25,1727993905
180,7,56,56.0,2024-10-23,2024-10-23 05:03:04,1729659784
181,75,26,75.0,2024-10-25,2024-10-25 13:38:53,1729863533
182,21,82,21.0,2024-10-20,2024-10-20 01:02:40,1729386160
183,42,14,14.0,2024-10-03,2024-10-03 22:01:54,1727992914
184,20,84,20.0,2024-10-01,2024-10-01 18:04:00,1727805840
185,49,39,49.0,2024-10-18,2024-10-18 18:51:02,1729277462
186,82,40,40.0,2024-10-11,2024-10-11 11:57:08,1728647828
187,38,4,38.0,2024-10-21,2024-10-21 21:44:19,1729547059
188,84,13,13.0,2024-10-23,2024-10-23 11:15:00,1729682100
189,42,77,77.0,2024-10-21,2024-10-21 11:58:21,1729511901
190,45,17,17.0,2024-10-14,2024-10-14 22:42:11,1728945731
191,80,14,,2024-10-07,2024-10-07 02:17:07,1728267427
192,15,72,72.0,2024-10-26,2024-10-26 14:29:52,1729952992
193,39,1,1.0,2024-10-19,2024-10-19 18:19:21,1729361961
194,90,51,90.0,2024-10-20,2024-10-20 12:11:54,1729426314
195,36,86,36.0,2024-10-15,2024-10-15 04:53:48,1728968028
196,83,3,83.0,2024-10-11,2024-10-11 05:34:57,1728624897
197,50,31,50.0,2024-10-23,2024-10-23 19:19:30,1729711170
198,38,34,34.0,2024-10-24,2024-10-24 22:45:14,1729809914
199,6,46,46.0,2024-10-05,2024-10-05 07:03:10,1728111790
200,45,74,45.0,2024-10-27,2024-10-27 22:36:06,1730068566
201,68,12,12.0,2024-10-23,2024-10-23 07:13:39,1729667619
202,17,41,17.0,2024-10-26,2024-10-26 07:12:55,1729926775
203,54,24,24.0,2024-10-23,2024-10-23 05:07:53,1729660073
204,54,1,1.0,2024-10-19,2024-10-19 14:18:11,1729347491
205,49,43,49.0,2024-10-05,2024-10-05 11:10:50,1728126650
206,3,41,3.0,2024-10-29,2024-10-29 08:50:46,1730191846
207,5,21,,2024-10-25,2024-10-25 22:07:51,1729894071
208,71,45,71.0,2024-10-16,2024-10-16 00:14:53,1729037693
209,1,42,42.0,2024-10-28,2024-10-28 15:53:15,1730130795
210,19,61,19.0,2024-10-14,2024-10-14 15:11:36,1728918696
211,8,33,33.0,2024-10-25,2024-10-25 02:05:09,1729821909
212,55,68,68.0,2024-10-06,2024-10-06 02:51:01,1728183061
213,41,77,77.0,2024-10-23,2024-10-23 23:06:32,1729724792
214,72,65,,2024-10-04,2024-10-04 19:03:58,1728068638
215,2,76,76.0,2024-10-11,2024-10-11 23:15:39,1728688539
216,64,4,4.0,2024-10-09,2024-10-09 21:48:20,1728510500
217,42,27,42.0,2024-10-18,2024-10-18 14:52:48,1729263168
218,20,10,20.0,2024-10-09,2024-10-09 06:58:10,1728457090
219,87,31,31.0,2024-10-06,2024-10-06 05:37:48,1728193068
220,58,85,85.0,2024-10-18,2024-10-18 04:51:22,1729227082
221,34,43,34.0,2024-10-08,2024-10-08 06:51:14,1728370274
222,89,12,89.0,2024-10-12,2024-10-12 11:45:07,1728733507
223,22,3,22.0,2024-10-11,2024-10-11 07:23:14,1728631394
224,53,56,53.0,2024-10-04,2024-10-04 08:11:23,1728029483
225,55,79,79.0,2024-10-23,2024-10-23 11:24:36,1729682676
226,66,2,2.0,2024-10-04,2024-10-04 17:41:14,1728063674
227,53,70,53.0,2024-10-08,2024-10-08 02:53:55,1728356035
228,23,47,47.0,2024-10-02,2024-10-02 02:23:12,1727835792
229,66,55,66.0,2024-10-14,2024-10-14 13:39:13,1728913153
230,20,9,9.0,2024-10-11,2024-10-11 16:15:21,1728663321
231,29,35,,2024-10-21,2024-10-21 23:25:03,1729553103
232,28,88,28.0,2024-10-17,2024-10-17 21:45:23,1729201523
233,76,70,70.0,2024-10-28,2024-10-28 18:05:33,1730138733
234,56,89,56.0,2024-10-23,2024-10-23 18:00:52,1729706452
235,35,63,35.0,2024-10-04,2024-10-04 22:42:22,1728081742
236,63,74,63.0,2024-10-08,2024-10-08 08:13:08,1728375188
237,79,15,79.0,2024-10-23,2024-10-23 07:02:06,1729666926
238,8,43,8.0,2024-10-03,2024-10-03 22:22:50,1727994170
239,21,35,35.0,2024-10-26,2024-10-26 17:45:54,1729964754
240,18,6,18.0,2024-10-05,2024-10-05 03:09:00,1728097740
241,19,82,,2024-10-01,2024-10-01 17:14:38,1727802878
242,88,44,44.0,2024-10-22,2024-10-22 07:22:35,1729581755
243,65,54,54.0,2024-10-10,2024-10-10 07:20:23,1728544823
244,48,78,78.0,2024-10-22,2024-10-22 04:30:54,1729571454
245,2,40,40.0,2024-10-15,2024-10-15 21:32:48,1729027968
246,80,38,38.0,2024-10-05,2024-10-05 02:46:23,1728096383
247,15,45,45.0,2024-10-07,2024-10-07 13:41:55,1728308515
248,30,27,30.0,2024-10-09,2024-10-09 08:55:40,1728464140
249,58,17,58.0,2024-10-02,2024-10-02 01:33:58,1727832838
250,46,14,14.0,2024-10-26,2024-10-26 16:26:39,1729959999
251,34,42,42.0,2024-10-11,2024-10-11 18:53:02,1728672782
252,18,81,81.0,2024-10-12,2024-10-12 06:19:52,1728713992
253,72,61,61.0,2024-10-26,2024-10-26 09:31:40,1729935100
254,79,36,36.0,2024-10-01,2024-10-01 18:30:39,1727807439
255,77,52,77.0,2024-10-26,2024-10-26 22:57:31,1729983451
256,16,74,74.0,2024-10-06,2024-10-06 20:56:09,1728248169
257,47,48,47.0,2024-10-23,2024-10-23 02:09:45,1729649385
258,47,18,47.0,2024-10-21,2024-10-21 10:54:46,1729508086
259,77,31,31.0,2024-10-21,2024-10-21 07:23:08,1729495388
260,69,21,21.0,2024-10-01,2024-10-01 21:55:47,1727819747
261,16,43,16.0,2024-10-20,2024-10-20 02:42:02,1729392122
262,55,77,77.0,2024-10-03,2024-10-03 09:13:52,1727946832
263,40,18,18.0,2024-10-24,2024-10-24 00:17:32,1729729052
264,43,34,34.0,2024-10-27,2024-10-27 13:16:37,1730034997
265,71,60,60.0,2024-10-09,2024-10-09 21:05:37,1728507937
266,14,16,16.0,2024-10-13,2024-10-13 18:18:04,1728843484
267,25,20,25.0,2024-10-09,2024-10-09 04:45:40,1728449140
268,72,19,,2024-10-17,2024-10-17 04:26:50,1729139210
269,30,11,11.0,2024-10-23,2024-10-23 06:26:13,1729664773
270,34,23,23.0,2024-10-25,2024-10-25 19:41:15,1729885275
271,32,83,83.0,2024-10-09,2024-10-09 23:54:57,1728518097
272,28,81,28.0,2024-10-18,2024-10-18 13:48:33,1729259313
273,50,44,44.0,2024-10-18,2024-10-18 19:40:05,1729280405
274,81,56,56.0,2024-10-17,2024-10-17 09:27:48,1729157268
275,18,65,18.0,2024-10-19,2024-10-19 18:34:44,1729362884
276,65,64,64.0,2024-10-08,2024-10-08 17:50:18,1728409818
277,32,35,35.0,2024-10-29,2024-10-29 08:02:14,1730188934
278,42,34,34.0,2024-10-13,2024-10-13 13:45:58,1728827158
279,78,84,,2024-10-14,2024-10-14 11:58:26,1728907106
280,31,66,31.0,2024-10-13,2024-10-13 13:49:47,1728827387
281,29,54,29.0,2024-10-16,2024-10-16 12:59:47,1729083587
282,21,60,21.0,2024-10-01,2024-10-01 17:09:24,1727802564
283,77,51,51.0,2024-10-19,2024-10-19 21:11:55,1729372315
284,51,35,35.0,2024-10-15,2024-10-15 18:52:41,1729018361
285,15,7,7.0,2024-10-25,2024-10-25 23:21:02,1729898462
286,39,34,39.0,2024-10-26,2024-10-26 21:23:45,1729977825
287,58,61,58.0,2024-10-19,2024-10-19 19:28:59,1729366139
288,70,59,70.0,2024-10-22,2024-10-22 12:23:32,1729599812
289,59,72,72.0,2024-10-23,2024-10-23 01:20:19,1729646419
290,62,23,23.0,2024-10-24,2024-10-24 14:48:41,1729781321
291,58,1,1.0,2024-10-13,2024-10-13 16:26:02,1728836762
292,58,47,58.0,2024-10-02,2024-10-02 20:52:57,1727902377
293,73,50,73.0,2024-10-08,2024-10-08 11:46:42,1728388002
294,14,78,14.0,2024-10-20,2024-10-20 05:49:26,1729403366
295,67,51,67.0,2024-10-21,2024-10-21 04:10:24,1729483824
296,38,21,38.0,2024-10-11,2024-10-11 08:41:12,1728636072
297,73,88,88.0,2024-10-23,2024-10-23 14:03:10,1729692190
298,16,28,28.0,2024-10-27,2024-10-27 02:37:38,1729996658
299,81,88,88.0,2024-10-12,2024-10-12 21:45:19,1728769519
300,62,15,15.0,2024-10-10,2024-10-10 09:34:58,1728552898
301,5,87,87.0,2024-10-16,2024-10-16 10:09:59,1729073399
302,81,90,81.0,2024-10-17,2024-10-17 11:33:02,1729164782
303,81,56,81.0,2024-10-27,2024-10-27 20:56:42,1730062602
304,79,63,63.0,2024-10-14,2024-10-14 13:20:37,1728912037
305,45,47,45.0,2024-10-15,2024-10-15 01:26:19,1728955579
306,47,79,47.0,2024-10-14,2024-10-14 08:30:18,1728894618
307,45,27,45.0,2024-10-05,2024-10-05 06:58:56,1728111536
308,30,59,59.0,2024-10-17,2024-10-17 03:40:27,1729136427
309,71,59,59.0,2024-10-03,2024-10-03 02:31:54,1727922714
310,2,71,,2024-10-24,2024-10-24 03:50:32,1729741832
311,13,58,13.0,2024-10-06,2024-10-06 15:47:46,1728229666
312,27,69,69.0,2024-10-26,2024-10-26 15:53:05,1729957985
313,46,80,46.0,2024-10-06,2024-10-06 16:03:31,1728230611
314,51,36,51.0,2024-10-23,2024-10-23 05:46:32,1729662392
315,42,80,42.0,2024-10-11,2024-10-11 20:30:51,1728678651
316,56,5,,2024-10-28,2024-10-28 13:45:46,1730123146
317,16,34,34.0,2024-10-17,2024-10-17 10:22:03,1729160523
318,69,61,69.0,2024-10-12,2024-10-12 11:48:13,1728733693
319,67,9,67.0,2024-10-26,2024-10-26 18:41:58,1729968118
320,90,33,33.0,2024-10-23,2024-10-23 07:13:16,1729667596
321,15,10,10.0,2024-10-08,2024-10-08 04:25:51,1728361551
322,53,55,55.0,2024-10-26,2024-10-26 02:36:05,1729910165
323,40,39,40.0,2024-10-01,2024-10-01 05:17:02,1727759822
324,40,22,40.0,2024-10-14,2024-10-14 01:52:44,1728870764
325,56,55,56.0,2024-10-17,2024-10-17 14:31:44,1729175504
326,18,17,,2024-10-07,2024-10-07 11:33:18,1728300798
327,84,54,54.0,2024-10-07,2024-10-07 13:03:33,1728306213
328,86,39,86.0,2024-10-14,2024-10-14 12:36:38,1728909398
329,39,83,83.0,2024-10-26,2024-10-26 08:24:18,1729931058
330,41,14,14.0,2024-10-22,2024-10-22 19:02:19,1729623739
331,39,31,39.0,2024-10-03,2024-10-03 13:00:26,1727960426
332,20,61,,2024-10-14,2024-10-14 01:10:53,1728868253
333,44,84,84.0,2024-10-17,2024-10-17 11:34:35,1729164875
334,12,72,12.0,2024-10-16,2024-10-16 05:19:51,1729055991
335,6,22,22.0,2024-10-10,2024-10-10 05:47:16,1728539236
336,72,19,72.0,2024-10-23,2024-10-23 21:20:50,1729718450
337,54,27,54.0,2024-10-22,2024-10-22 04:39:04,1729571944
338,7,72,72.0,2024-10-08,2024-10-08 02:27:30,1728354450
339,22,70,70.0,2024-10-25,2024-10-25 19:27:28,1729884448
340,67,50,67.0,2024-10-24,2024-10-24 16:33:45,1729787625
341,7,44,7.0,2024-10-12,2024-10-12 21:53:31,1728770011
342,76,14,14.0,2024-10-28,2024-10-28 02:08:09,1730081289
343,10,42,42.0,2024-10-04,2024-10-04 16:45:03,1728060303
344,45,84,84.0,2024-10-03,2024-10-03 19:44:10,1727984650
345,49,6,49.0,2024-10-28,2024-10-28 21:34:06,1730151246
346,8,44,8.0,2024-10-10,2024-10-10 08:23:33,1728548613
347,88,3,88.0,2024-10-26,2024-10-26 04:27:00,1729916820
348,47,33,33.0,2024-10-08,2024-10-08 16:56:10,1728406570
349,26,65,,2024-10-27,2024-10-27 09:21:57,1730020917
350,62,26,62.0,2024-10-12,2024-10-12 07:26:54,1728718014
351,60,51,60.0,2024-10-19,2024-10-19 22:46:24,1729377984
352,3,36,36.0,2024-10-02,2024-10-02 14:23:04,1727878984
353,47,5,,2024-10-29,2024-10-29 01:20:35,1730164835
354,67,87,87.0,2024-10-28,2024-10-28 10:22:23,1730110943
355,87,3,87.0,2024-10-22,2024-10-22 08:08:20,1729584500
356,67,9,9.0,2024-10-12,2024-10-12 08:37:30,1728722250
357,5,6,5.0,2024-10-07,2024-10-07 05:25:28,1728278728
358,41,72,41.0,2024-10-11,2024-10-11 10:26:46,1728642406
359,69,37,37.0,2024-10-10,2024-10-10 05:36:55,1728538615
360,71,38,38.0,2024-10-18,2024-10-18 08:16:08,1729239368
361,49,12,49.0,2024-10-13,2024-10-13 00:24:55,1728779095
362,16,33,33.0,2024-10-18,2024-10-18 04:42:19,1729226539
363,56,13,56.0,2024-10-29,2024-10-29 10:59:06,1730199546
364,34,59,34.0,2024-10-27,2024-10-27 08:45:39,1730018739
365,18,60,60.0,2024-10-13,2024-10-13 14:59:07,1728831547
366,84,36,84.0,2024-10-15,2024-10-15 13:58:39,1729000719
367,24,33,24.0,2024-10-11,2024-10-11 04:21:07,1728620467
368,15,79,79.0,2024-10-07,2024-10-07 01:29:45,1728264585
369,19,56,56.0,2024-10-29,2024-10-29 15:56:00,1730217360
370,58,13,13.0,2024-10-18,2024-10-18 20:52:59,1729284779
371,31,83,,2024-10-18,2024-10-18 04:47:03,1729226823
372,50,62,50.0,2024-10-22,2024-10-22 10:13:43,1729592023
373,20,8,8.0,2024-10-26,2024-10-26 01:08:11,1729904891
374,24,46,46.0,2024-10-03,2024-10-03 07:41:06,1727941266
375,14,82,82.0,2024-10-12,2024-10-12 05:27:19,1728710839
376,79,69,69.0,2024-10-17,2024-10-17 05:11:17,1729141877
377,53,87,87.0,2024-10-28,2024-10-28 23:59:19,1730159959
378,19,80,80.0,2024-10-09,2024-10-09 17:46:55,1728496015
379,79,15,15.0,2024-10-25,2024-10-25 18:12:22,1729879942
380,78,14,78.0,2024-10-13,2024-10-13 02:13:26,1728785606
381,28,40,28.0,2024-10-19,2024-10-19 21:00:39,1729371639
382,63,59,63.0,2024-10-20,2024-10-20 21:41:24,1729460484
383,22,77,77.0,2024-10-25,2024-10-25 23:33:48,1729899228
384,61,9,61.0,2024-10-05,2024-10-05 11:52:57,1728129177
385,14,47,14.0,2024-10-04,2024-10-04 13:08:32,1728047312
386,88,3,88.0,2024-10-08,2024-10-08 00:26:45,1728347205
387,12,63,12.0,2024-10-15,2024-10-15 01:42:22,1728956542
388,57,26,26.0,2024-10-20,2024-10-20 00:49:27,1729385367
389,58,6,6.0,2024-10-09,2024-10-09 22:34:33,1728513273
390,35,65,65.0,2024-10-09,2024-10-09 21:48:33,1728510513
391,47,43,47.0,2024-10-02,2024-10-02 01:22:42,1727832162
392,28,74,28.0,2024-10-02,2024-10-02 23:31:50,1727911910
393,43,8,43.0,2024-10-02,2024-10-02 05:38:27,1727847507
394,16,32,16.0,2024-10-27,2024-10-27 06:47:27,1730011647
395,77,57,57.0,2024-10-14,2024-10-14 02:13:17,1728871997
396,40,75,40.0,2024-10-27,2024-10-27 14:13:37,1730038417
397,75,47,47.0,2024-10-27,2024-10-27 16:30:13,1730046613
398,71,90,,2024-10-05,2024-10-05 00:05:09,1728086709
399,2,39,39.0,2024-10-28,2024-10-28 05:32:16,1730093536
400,47,41,47.0,2024-10-01,2024-10-01 04:53:42,1727758422
401,45,19,45.0,2024-10-29,2024-10-29 02:56:39,1730170599
